Gene,Drug,Interaction Score,Interaction Type
ACADSB,"[125I][GLP65NLE75,TYR77]APELIN-13",1.631368704965172,agonist (ACTIVATING)
ACADSB,ELABELA/TODDLER-32,1.631368704965172,agonist (ACTIVATING)
ACADSB,COMPOUND 15A,1.631368704965172,agonist (ACTIVATING)
ACADSB,MM07,1.631368704965172,agonist (ACTIVATING)
ACADSB,CYCLO APELIN-12 (1-12),1.631368704965172,agonist (ACTIVATING)
ACADSB,AZELAPRAG,0.8156843524825864,agonist (ACTIVATING)
ACADSB,BMS-986224,1.631368704965172,agonist (ACTIVATING)
ACADSB,APELIN-17,1.631368704965172,agonist (ACTIVATING)
ACADSB,"[125I][NLE75,TYR77]APELIN-36 (HUMAN)",1.631368704965172,agonist (ACTIVATING)
ACADSB,[PYR1]APELIN-13,1.631368704965172,agonist (ACTIVATING)
CERS6,CERTOLIZUMAB PEGOL,3.728842754206109,Unknown
CERS6,INFLIXIMAB,0.8419967509497666,Unknown
CERS6,ADALIMUMAB,0.790966644831599,Unknown
CERS6,ETANERCEPT,1.003919203055491,Unknown
SLC12A5,BUMETANIDE,5.800422062098392,Unknown
APOC1,PF-04852946,1.933474020699463,inhibitor (INHIBITORY)
APOC1,CARBACYCLIN,0.2416842525874329,agonist (ACTIVATING)
APOC1,RITONAVIR,0.1432202978295899,Unknown
APOC1,DINOPROSTONE,0.09667370103497319,agonist (ACTIVATING)
APOC1,MB-28767,0.3222456701165773,agonist (ACTIVATING)
APOC1,MISOPROSTOL,0.2416842525874329,agonist (ACTIVATING)
APOC1,19(R)-OH-PGE2,1.933474020699463,agonist (ACTIVATING)
APOC1,TG6-129,0.4833685051748659,inhibitor (INHIBITORY)
APOC1,U46619,0.2148304467443848,agonist (ACTIVATING)
APOC1,MRE-269,0.6444913402331547,agonist (ACTIVATING)
APOC1,COMPOUND 1 [PMID: 20080612],1.933474020699463,modulator (None)
APOC1,PF-04418948,1.933474020699463,inhibitor (INHIBITORY)
APOC1,OMIDENEPAG,1.933474020699463,agonist (ACTIVATING)
APOC1,AH13205,1.933474020699463,agonist (ACTIVATING)
APOC1,ALPROSTADIL,0.08406408785649844,agonist (ACTIVATING)
APOC1,TG11-77,0.6444913402331547,inhibitor (INHIBITORY)
APOC1,TG8-260,1.933474020699463,inhibitor (INHIBITORY)
APOC1,TREPROSTINIL,0.2148304467443848,agonist (ACTIVATING)
APOC1,ILOPROST,0.1611228350582886,agonist (ACTIVATING)
APOC1,AH6809,0.4833685051748659,inhibitor (INHIBITORY)
APOC1,TG4-155,1.933474020699463,inhibitor (INHIBITORY)
APOC1,BUTAPROST (FREE ACID FORM),0.3222456701165773,agonist (ACTIVATING)
APOC1,TAPRENEPAG,0.9667370103497319,agonist (ACTIVATING)
APOC1,DINOPROST,0.1208421262937164,agonist (ACTIVATING)
APOC1,PGN-9856,1.933474020699463,agonist (ACTIVATING)
APOC1,TG7-171,1.933474020699463,inhibitor (INHIBITORY)
APOC1,PGD2,0.3222456701165773,agonist (ACTIVATING)
MAP2K1,AS-703988,0.3144807142101538,inhibitor (INHIBITORY)
MAP2K1,AZD-8330,0.6289614284203076,inhibitor (INHIBITORY)
MAP2K1,DOVITINIB,0.00622734087544859,Unknown
MAP2K1,PIMASERTIB,0.3931008927626923,inhibitor (INHIBITORY)
MAP2K1,IRINOTECAN HYDROCHLORIDE,0.01996702947366055,Unknown
MAP2K1,COBIMETINIB FUMARATE,0.3144807142101538,inhibitor (INHIBITORY)
MAP2K1,RO-4987655,0.6289614284203076,inhibitor (INHIBITORY)
MAP2K1,SELUMETINIB,0.4764859306214451,"inhibitor (INHIBITORY), modulator (None)"
MAP2K1,AVUTOMETINIB,0.2096538094734358,inhibitor (INHIBITORY)
MAP2K1,VEMURAFENIB,0.3399791504974635,Unknown
MAP2K1,MIRDAMETINIB,0.1572403571050769,inhibitor (INHIBITORY)
MAP2K1,DABRAFENIB,0.3494230157890597,inhibitor (INHIBITORY)
MAP2K1,TRAMETINIB DIMETHYL SULFOXIDE,0.5486684801113322,inhibitor (INHIBITORY)
MAP2K1,PANITUMUMAB,0.1886884285260922,Unknown
MAP2K1,SOTRASTAURIN,0.0103108430888575,Unknown
MAP2K1,GDC-0879,0.251584571368123,Unknown
MAP2K1,MIRDAMETINIB,0.2935153332628102,inhibitor (INHIBITORY)
MAP2K1,CERITINIB,0.073995462167095,Unknown
MAP2K1,GDC-0623,0.1572403571050769,inhibitor (INHIBITORY)
MAP2K1,GDC-0623,0.6289614284203076,inhibitor (INHIBITORY)
MAP2K1,E-6201,0.3144807142101538,inhibitor (INHIBITORY)
MAP2K1,CETUXIMAB,0.1699895752487317,Unknown
MAP2K1,AVUTOMETINIB,0.2096538094734358,inhibitor (INHIBITORY)
MAP2K1,RG-7167,0.3144807142101538,inhibitor (INHIBITORY)
MAP2K1,ARRY-300,0.2096538094734358,Unknown
MAP2K1,MEK INHIBITOR RO4987655,0.1257922856840615,inhibitor (INHIBITORY)
MAP2K1,METFORMIN,0.03068104528879549,Unknown
MAP2K1,DEL-22379,0.4193076189468717,Unknown
MAP2K1,BINIMETINIB,0.4088249284731999,"inhibitor (INHIBITORY), modulator (None)"
MAP2K1,U0126,0.2096538094734358,Unknown
MAP2K1,PD98059,0.3144807142101538,Unknown
MAP2K1,TIZATERKIB,0.3144807142101538,Unknown
MAP2K1,PD-0166285,0.01209541208500591,Unknown
MAP2K1,STAUROSPORINE,0.02246290815786813,Unknown
MAP2K1,AZD8330,1.257922856840615,inhibitor (INHIBITORY)
MAP2K1,NVP-TAE684,0.006106421635148618,Unknown
MAP2K1,CI-1040,0.6289614284203076,modulator (None)
MAP2K1,E6201,0.2695548978944175,inhibitor (INHIBITORY)
MAP2K1,LY3009120,0.1257922856840615,Unknown
MAP2K1,RAVOXERTINIB,0.2096538094734358,Unknown
MAP2K1,DASATINIB ANHYDROUS,0.008275808268688258,Unknown
MAP2K1,MIRDAMETINIB,0.2695548978944175,inhibitor (INHIBITORY)
MAP2K1,WX-554,0.179703265262945,inhibitor (INHIBITORY)
MAP2K1,CENISERTIB,0.005330181596782267,Unknown
MAP2K1,JNJ-7706621,0.01143566233491468,Unknown
MAP2K1,SORAFENIB,0.005469229812350501,inhibitor (INHIBITORY)
MAP2K1,MEK INHIBITOR II,0.3144807142101538,inhibitor (INHIBITORY)
MAP2K1,TOZASERTIB,0.008615909978360379,Unknown
MAP2K1,SCH772984,0.4193076189468717,Unknown
MAP2K1,VTX-11E,0.3773768570521845,Unknown
MAP2K1,FLUOROURACIL,0.01084416255897081,Unknown
MAP2K1,LEUCOVORIN CALCIUM,0.03494230157890597,Unknown
MAP2K1,VANDETANIB,0.01084416255897081,Unknown
MAP2K1,TAK-733,0.6289614284203076,modulator (None)
MAP2K1,REFAMETINIB,0.3144807142101538,modulator (None)
MAP2K1,PLX-4720,0.2795384126312478,Unknown
MAP2K1,REFAMETINIB,0.5146048050711608,inhibitor (INHIBITORY)
MAP2K1,ENCORAFENIB,0.2795384126312478,Unknown
MAP2K1,CHEMBL:CHEMBL1956073,0.6289614284203076,Unknown
MAP2K1,RG-1530,0.006691079025747953,Unknown
MAP2K1,ULIXERTINIB,0.1886884285260922,Unknown
MAP2K1,MS432,0.3144807142101538,inhibitor (INHIBITORY)
MAP2K1,OMIPALISIB,0.06289614284203075,Unknown
MAP2K1,MEK INHIBITOR I,0.2096538094734358,inhibitor (INHIBITORY)
MAP2K1,ILORASERTIB,0.005422081279485409,Unknown
MAP2K1,PP2,0.02096538094734358,Unknown
MAP2K1,CHEMBL:CHEMBL379975,0.01429457791864335,Unknown
MAP2K1,COBIMETINIB,0.5627549622708016,"inhibitor (INHIBITORY), modulator (None)"
MAP2K1,CHEMBL:CHEMBL546797,0.01965504463813461,Unknown
MAP2K1,REGORAFENIB,0.03811887444971561,Unknown
MAP2K1,ZM447439,0.03310323307475303,Unknown
MAP2K1,TEMUTERKIB,0.179703265262945,Unknown
MAP2K1,BALAMAPIMOD,0.3144807142101538,inhibitor (INHIBITORY)
MAP2K1,SELUMETINIB SULFATE,0.3144807142101538,inhibitor (INHIBITORY)
MAP2K1,ZAPNOMETINIB,0.6289614284203076,inhibitor (INHIBITORY)
MAP2K1,BI-847325,0.1143566233491468,inhibitor (INHIBITORY)
MAP2K1,ALPELISIB,0.03494230157890597,Unknown
MAP2K1,AKT INHIBITOR MK2206,0.08985163263147251,Unknown
MAP2K1,TAK-733,0.503169142736246,inhibitor (INHIBITORY)
MAP2K1,MAP855,1.257922856840615,inhibitor (INHIBITORY)
MAP2K1,NEDOMETINIB,0.6289614284203076,inhibitor (INHIBITORY)
MAP2K1,COMPOUND 3 [PMID: 31804822],0.6289614284203076,modulator (None)
MAP2K1,CI-1040,0.1849886554177375,inhibitor (INHIBITORY)
DCLK1,NVP-TAE684,0.2534164978586676,Unknown
DCLK1,CENISERTIB,0.2212025362664641,Unknown
MAPK6,SORAFENIB,0.9078921488501832,Unknown
FDFT1,LOVASTATIN,1.338558937407321,Unknown
FDFT1,LAPAQUISTAT ACETATE,26.10189927944276,inhibitor (INHIBITORY)
PDE4D,CILOMILAST,0.3107368961838424,inhibitor (INHIBITORY)
PDE4D,TRANIMILAST,0.3107368961838424,inhibitor (INHIBITORY)
PDE4D,RESVERATROL,0.02536627723949734,Unknown
PDE4D,DIFAMILAST,0.2485895169470739,inhibitor (INHIBITORY)
PDE4D,MK-0873,0.6214737923676849,inhibitor (INHIBITORY)
PDE4D,REVAMILAST,0.4971790338941479,inhibitor (INHIBITORY)
PDE4D,THEOPHYLLINE,0.04603509573093962,inhibitor (INHIBITORY)
PDE4D,DYPHYLLINE,0.5326918220294443,inhibitor (INHIBITORY)
PDE4D,IBUDILAST,0.0776842240459606,inhibitor (INHIBITORY)
PDE4D,HT-0712,0.6214737923676849,inhibitor (INHIBITORY)
PDE4D,ENSIFENTRINE,0.2071579307892283,inhibitor (INHIBITORY)
PDE4D,LIRIMILAST,0.4143158615784566,Unknown
PDE4D,OXTRIPHYLLINE,0.1242947584735369,inhibitor (INHIBITORY)
PDE4D,DROTAVERIN,0.3107368961838424,inhibitor (INHIBITORY)
PDE4D,TOFIMILAST,0.6214737923676849,inhibitor (INHIBITORY)
PDE4D,THEOPHYLLINE SODIUM GLYCINATE,0.1242947584735369,inhibitor (INHIBITORY)
PDE4D,DIPYRIDAMOLE,0.02219549258456018,inhibitor (INHIBITORY)
PDE4D,GSK-356278,0.4143158615784566,Unknown
PDE4D,APREMILAST,0.1242947584735369,inhibitor (INHIBITORY)
PDE4D,ETAZOLATE,0.0776842240459606,Unknown
PDE4D,OGLEMILAST,0.9322106885515273,inhibitor (INHIBITORY)
PDE4D,ZATOLMILAST,1.242947584735369,inhibitor (INHIBITORY)
PDE4D,TETOMILAST,0.3107368961838424,inhibitor (INHIBITORY)
PDE4D,ROLIPRAM,0.2485895169470739,inhibitor (INHIBITORY)
PDE4D,DENBUFYLLINE,0.4143158615784566,Unknown
PDE4D,LOTAMILAST,0.3107368961838424,inhibitor (INHIBITORY)
PDE4D,PENTOXIFYLLINE,0.03551278813529628,inhibitor (INHIBITORY)
PDE4D,HT-0712,0.4143158615784566,Unknown
PDE4D,AMLEXANOX,0.09561135267195153,inhibitor (INHIBITORY)
PDE4D,AMINOPHYLLINE,0.1242947584735369,inhibitor (INHIBITORY)
PDE4D,CRISABOROLE,0.1775639406764814,inhibitor (INHIBITORY)
PDE4D,ROFLUMILAST,0.2071579307892283,inhibitor (INHIBITORY)
PDE4D,PICLAMILAST,0.3107368961838424,Unknown
PDE4D,PAPAVERINE,0.06905264359640943,Unknown
PDE4D,GSK-256066,0.3107368961838424,inhibitor (INHIBITORY)
PDE4D,DIURETIC,0.2071579307892283,Unknown
PDE4D,BPN14770,0.6214737923676849,Unknown
PDE4D,FLAVOXATE HYDROCHLORIDE,0.1553684480919212,inhibitor (INHIBITORY)
PDE4D,SELECTIVE CYTOKINE INHIBITORY DRUG CC-1088,0.3107368961838424,Unknown
PDE4D,DOVRAMILAST,0.3107368961838424,inhibitor (INHIBITORY)
PDE4D,QUETIAPINE FUMARATE,0.06905264359640943,Unknown
PDE4D,RONOMILAST,0.4143158615784566,Unknown
RBL2,SIROLIMUS,1.800130984789156,Unknown
AMPH,DODECYLPHOSPHATE,2.007838406110982,agonist (ACTIVATING)
AMPH,GRI977143,4.015676812221964,agonist (ACTIVATING)
AMPH,CPY,1.338558937407321,agonist (ACTIVATING)
AMPH,KI16425,1.338558937407321,inhibitor (INHIBITORY)
AMPH,2-OLEOYL-LPA,1.003919203055491,agonist (ACTIVATING)
AMPH,DECYL DIHYDROGEN PHOSPHATE,4.015676812221964,agonist (ACTIVATING)
AMPH,FARNESYL DIPHOSPHATE,0.8031353624443928,agonist (ACTIVATING)
AMPH,UCM-14216,4.015676812221964,inhibitor (INHIBITORY)
AMPH,H2L5186303,2.007838406110982,inhibitor (INHIBITORY)
AMPH,LPA,0.5736681160317092,agonist (ACTIVATING)
AMPH,RADIOPROTECTIN-1,4.015676812221964,agonist (ACTIVATING)
AMPH,CPX,1.338558937407321,agonist (ACTIVATING)
AMPH,AM966,1.003919203055491,inhibitor (INHIBITORY)
PKN2,PHA-767491,0.03766507832531424,Unknown
PKN2,BAY 61-3606,0.06063158949928633,Unknown
PKN2,TOZASERTIB,0.03405335848590054,Unknown
PKN2,DOVITINIB,0.02461282346010633,Unknown
PKN2,SOTRASTAURIN,0.04075237982738917,Unknown
PKN2,ERLOTINIB,0.04439098516912036,Unknown
PKN2,GSK-269962A,0.05649761748797136,Unknown
PKN2,GW441756X,0.03824454106878061,Unknown
PKN2,QUERCETIN,0.03146702746165493,inhibitor (INHIBITORY)
PKN2,DASATINIB ANHYDROUS,0.03270914696672026,Unknown
PKN2,CYC-116,0.02562778525227566,Unknown
PKN2,ILORASERTIB,0.02143013077129947,Unknown
PKN2,CENISERTIB,0.02106690821585372,Unknown
PKN2,RG-1530,0.02644569329224191,Unknown
PKN2,NVP-TAE684,0.02413490455796834,Unknown
PKN2,CHEMBL:CHEMBL379975,0.05649761748797136,Unknown
PKN2,ENTRECTINIB,0.04361219595562701,Unknown
PKN2,ALSTERPAULLONE,0.04780567633597576,Unknown
PKN2,INGENOL MEBUTATE,0.1553684480919212,Unknown
PKN2,LY-2090314,0.09561135267195153,Unknown
PKN2,PF-562271,0.02301754786546981,Unknown
BCL6,FENRETINIDE,1.288982680466309,Unknown
BCL6,ONALESPIB,4.350316546573794,Unknown
BCL6,POLATUZUMAB VEDOTIN,0.9158561150681672,Unknown
RXFP1,CHEMBL:CHEMBL1335833,0.7457685508412218,Unknown
RXFP1,LOMIFYLLINE,3.728842754206109,Unknown
RXFP1,CHEMBL:CHEMBL1379243,1.864421377103054,Unknown
RXFP1,(R)-PIA,0.4661053442757636,Unknown
RXFP1,CYCLOPENTYLADENOSINE,0.4661053442757636,Unknown
RXFP1,SERELAXIN,1.864421377103054,activator (ACTIVATING)
RXFP1,SERELAXIN,3.728842754206109,Unknown
RXFP1,PICLIDENOSON,0.5326918220294442,Unknown
RXFP1,COLFORSIN,0.4661053442757636,Unknown
RXFP1,CHEMBL:CHEMBL582737,1.864421377103054,Unknown
RXFP1,NECA,0.4143158615784565,Unknown
RXFP1,2-CHLOROADENOSINE,0.3389857049278281,Unknown
RXFP1,CHEMBL:CHEMBL383144,1.864421377103054,Unknown
RXFP1,N6-PHENYLADENOSINE,0.5326918220294442,Unknown
IMPA1,LITHIUM CITRATE,8.700633093147589,inhibitor (INHIBITORY)
IMPA1,LITHIUM CARBONATE,5.220379855888553,inhibitor (INHIBITORY)
NDUFB2,NV-128,0.3480253237259035,inhibitor (INHIBITORY)
NDUFB2,METFORMIN HYDROCHLORIDE,0.3107368961838425,inhibitor (INHIBITORY)
NDUFB2,ME-344,0.3412012977704936,inhibitor (INHIBITORY)
KAT6B,PF-9363,10.4407597117771,inhibitor (INHIBITORY)
NEDD8,PEVONEDISTAT,10.4407597117771,Unknown
SYP,OXIDOPAMINE,1.740126618629517,Unknown
SYP,PAREGORIC,0.756576790708486,Unknown
SYP,DIMETHYL SULFOXIDE,2.175158273286897,Unknown
CD47,MAGROLIMAB,5.800422062098392,inhibitor (INHIBITORY)
CD47,THROMBOSPONDIN 1,1.933474020699464,Unknown
CD47,ANTI-CD47 MONOCLONAL ANTIBODY CC-90002,5.800422062098392,Unknown
CD47,EVORPACEPT,5.800422062098392,Unknown
CD47,EVORPACEPT,11.60084412419678,inhibitor (INHIBITORY)
CD47,MAGROLIMAB,5.800422062098392,antibody (INHIBITORY)
CD47,ONTORPACEPT,5.800422062098392,Unknown
CD47,ONTORPACEPT,5.800422062098392,Unknown
CD47,ABT-510,1.450105515524598,Unknown
SH2D5,GEMCITABINE,1.134865186062729,Unknown
TUBB2A,VINCRISTINE SULFATE,0.03232433347299413,inhibitor (INHIBITORY)
TUBB2A,SAGOPILONE,0.04094415573245924,modulator (None)
TUBB2A,EPOTHILONE D,0.03838514599918053,modulator (None)
TUBB2A,CROLIBULIN,0.04094415573245924,inhibitor (INHIBITORY)
TUBB2A,AZINTUXIZUMAB VEDOTIN,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,CYCLOSTREPTIN,0.07677029199836106,Unknown
TUBB2A,CHEMBL:CHEMBL453818,0.07677029199836106,Unknown
TUBB2A,ENFORTUMAB VEDOTIN,0.03612719623452285,inhibitor (INHIBITORY)
TUBB2A,FOSBRETABULIN DISODIUM,0.03612719623452285,inhibitor (INHIBITORY)
TUBB2A,ZAMPANOLIDE,0.07677029199836106,Unknown
TUBB2A,COMBRETASTATIN A4,0.2729610382163949,Unknown
TUBB2A,RG-7600,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,VINBLASTINE,0.0722543924690457,Unknown
TUBB2A,BELANTAMAB MAFODOTIN,0.03612719623452285,inhibitor (INHIBITORY)
TUBB2A,BRENTUXIMAB VEDOTIN,0.03412012977704936,inhibitor (INHIBITORY)
TUBB2A,ERIBULIN MESYLATE,0.02559009733278702,inhibitor (INHIBITORY)
TUBB2A,INDIBULIN,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,LORVOTUZUMAB MERTANSINE,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,PATUPILONE,0.04094415573245924,modulator (None)
TUBB2A,PACLITAXEL POLIGLUMEX,0.04094415573245924,modulator (None)
TUBB2A,CHEMBL:CHEMBL2036119,0.07677029199836106,Unknown
TUBB2A,OMBRABULIN,0.04094415573245924,inhibitor (INHIBITORY)
TUBB2A,PODOFILOX,0.102360389331148,Unknown
TUBB2A,ENAPOTAMAB VEDOTIN,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,SOFITUZUMAB VEDOTIN,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,VANDORTUZUMAB VEDOTIN,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,POLATUZUMAB VEDOTIN,0.03232433347299413,inhibitor (INHIBITORY)
TUBB2A,TELISOTUZUMAB VEDOTIN,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,TISOTUMAB VEDOTIN,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,CHEMBL:CHEMBL1935538,0.0722543924690457,Unknown
TUBB2A,PLOCABULIN,0.04094415573245924,inhibitor (INHIBITORY)
TUBB2A,EPIRUBICIN,0.03412012977704936,Unknown
TUBB2A,DOLASTATIN-10,0.07677029199836106,inhibitor (INHIBITORY)
TUBB2A,RG-7636,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,VINFLUNINE,0.04094415573245924,inhibitor (INHIBITORY)
TUBB2A,BMS-275183,0.03838514599918053,modulator (None)
TUBB2A,SOBLIDOTIN,0.03612719623452285,inhibitor (INHIBITORY)
TUBB2A,AGS-16C3F,0.03838514599918053,negative modulator (INHIBITORY)
TUBB2A,VORINOSTAT,0.02193436914238888,Unknown
TUBB2A,VERUBULIN,0.04094415573245924,negative modulator (INHIBITORY)
TUBB2A,VINCRISTINE,0.0303290042462661,Unknown
TUBB2A,IXABEPILONE,0.02791646981758584,inhibitor (INHIBITORY)
TUBB2A,PRALUZATAMAB RAVTANSINE,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,PACLITAXEL,0.08374940945275754,inhibitor (INHIBITORY)
TUBB2A,LEXIBULIN,0.04094415573245924,inhibitor (INHIBITORY)
TUBB2A,MIRVETUXIMAB SORAVTANSINE,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,ASG-5ME,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,LARGAZOLE,0.04235602317150955,Unknown
TUBB2A,MILATAXEL,0.03612719623452285,inhibitor (INHIBITORY)
TUBB2A,FOSBRETABULIN TROMETHAMINE,0.04094415573245924,negative modulator (INHIBITORY)
TUBB2A,INDUSATUMAB VEDOTIN,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,CURCUMIN,0.01861097987839056,Unknown
TUBB2A,VINBLASTINE SULFATE,0.03070811679934442,inhibitor (INHIBITORY)
TUBB2A,DOCETAXEL ANHYDROUS,0.007399546216709501,inhibitor (INHIBITORY)
TUBB2A,T-900607,0.04094415573245924,negative modulator (INHIBITORY)
TUBB2A,VINFLUNINE DITARTRATE,0.04094415573245924,inhibitor (INHIBITORY)
TUBB2A,MAYTANSINE,0.07677029199836106,Unknown
TUBB2A,KOS-1584,0.04094415573245924,modulator (None)
TUBB2A,RG-7841,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,MAYTANSINOL,0.07677029199836106,Unknown
TUBB2A,ABT-751,0.1083815887035685,inhibitor (INHIBITORY)
TUBB2A,LIFASTUZUMAB VEDOTIN,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,VINORELBINE,0.04724325661437605,Unknown
TUBB2A,DAVUNETIDE,0.04094415573245924,modulator (None)
TUBB2A,CHEMBL:CHEMBL2036124,0.07677029199836106,Unknown
TUBB2A,LADIRATUZUMAB VEDOTIN,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,CANTUZUMAB MERTANSINE,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,CYCLOPHOSPHAMIDE ANHYDROUS,0.01516450212313305,Unknown
TUBB2A,PINATUZUMAB VEDOTIN,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,CHEMBL:CHEMBL1795737,0.07677029199836106,Unknown
TUBB2A,VINORELBINE TARTRATE,0.04094415573245924,inhibitor (INHIBITORY)
TUBB2A,ANG1005,0.03612719623452285,inhibitor (INHIBITORY)
TUBB2A,APRUTUMAB IXADOTIN,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,NOCODAZOLE,0.1535405839967221,Unknown
TUBB2A,COLCHICINE,0.1062973273823461,inhibitor (INHIBITORY)
TUBB2A,PACLITAXEL DOCOSAHEXAENOIC ACID,0.04094415573245924,modulator (None)
TUBB2A,ANVATABART OPADOTIN,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,CABAZITAXEL,0.02791646981758584,inhibitor (INHIBITORY)
TUBB2A,GLEMBATUMUMAB VEDOTIN,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,ADO-TRASTUZUMAB EMTANSINE,0.03612719623452285,inhibitor (INHIBITORY)
TUBB2A,PF-06263507,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,PLINABULIN,0.04094415573245924,inhibitor (INHIBITORY)
TUBB2A,LAROTAXEL,0.04094415573245924,modulator (None)
TUBB2A,TUSAMITAMAB RAVTANSINE,0.03838514599918053,inhibitor (INHIBITORY)
TUBB2A,BIVATUZUMAB MERTANSINE,0.03838514599918053,inhibitor (INHIBITORY)
TSPYL1,ABIRATERONE ACETATE,3.728842754206109,Unknown
TSPYL1,PREDNISOLONE,1.864421377103054,Unknown
SLC25A4,(+)-MCPG,0.9158561150681672,inhibitor (INHIBITORY)
SLC25A4,LY2389575,2.747568345204501,modulator (None)
SLC25A4,"(1S,3R)-ACPD",0.5495136690409004,agonist (ACTIVATING)
SLC25A4,COMPOUND 2 [PMID: 21105727],1.37378417260225,modulator (None)
SLC25A4,CLODRONIC ACID,0.499557880946273,Unknown
SLC25A4,EGLUMEGAD,0.6868920863011254,agonist (ACTIVATING)
SLC25A4,COMPOUND 3 [PMID: 21105727],1.37378417260225,modulator (None)
SLC25A4,VU0650786,2.747568345204501,modulator (None)
SLC25A4,RO4491533,1.37378417260225,modulator (None)
SLC25A4,[3H]LY341495,0.6868920863011254,inhibitor (INHIBITORY)
SLC25A4,L-CCG-I,0.4579280575340836,agonist (ACTIVATING)
SLC25A4,LY379268,0.9158561150681672,agonist (ACTIVATING)
SLC25A4,GLUTAMIC ACID,0.2747568345204502,agonist (ACTIVATING)
SLC25A4,DCG-IV,0.6868920863011254,agonist (ACTIVATING)
SLC25A4,ISOSPAGLUMIC ACID,2.747568345204501,agonist (ACTIVATING)
SLC25A4,"(2R,3R)-APDC",1.37378417260225,agonist (ACTIVATING)
SLC25A4,LY341495,0.3925097636006431,inhibitor (INHIBITORY)
SLC25A4,LY395756,1.37378417260225,inhibitor (INHIBITORY)
SLC25A4,COMPOUND 4 [PMID: 21105727],1.37378417260225,modulator (None)
SDC4,REPOTRECTINIB,3.728842754206109,inhibitor (INHIBITORY)
CAV1,TESTOSTERONE,0.6692794687036606,Unknown
CAV1,EPERISONE,13.05094963972138,Unknown
CAV1,TOLPERISONE,4.350316546573794,Unknown
CAV1,DEHYDRATED ALCOHOL,0.3304037883473767,Unknown
ITPR1,XESTOSPONGIN C,5.800422062098392,inhibitor (INHIBITORY)
ITPR1,ADENOPHOSTIN A,2.900211031049196,activator (ACTIVATING)
ITPR1,CA2+,0.1450105515524598,activator (ACTIVATING)
ITPR1,IP3,1.933474020699464,activator (ACTIVATING)
ITPR1,"INOSITOL 2,4,5-TRISPHOSPHATE",2.900211031049196,activator (ACTIVATING)
ITPR1,DECAVANADATE,1.160084412419678,inhibitor (INHIBITORY)
ITPR1,CAFFEINE,0.1567681638404971,inhibitor (INHIBITORY)
ITPR1,ADENOSINE TRIPHOSPHATE,0.3412012977704937,activator (ACTIVATING)
ITPR1,PIP2,0.725052757762299,inhibitor (INHIBITORY)
EPHA4,VANDETANIB,0.900065492394578,inhibitor (INHIBITORY)
GABRB2,ETOMIDATE,0.1411867439050318,positive modulator (ACTIVATING)
GABRB2,ADINAZOLAM,0.07059337195251593,Unknown
GABRB2,CLOTIAZEPAM,0.0900065492394578,positive modulator (ACTIVATING)
GABRB2,HALOTHANE,0.01666787948878848,positive modulator (ACTIVATING)
GABRB2,PENTOBARBITAL SODIUM,0.03000218307981926,positive modulator (ACTIVATING)
GABRB2,TRICLOFOS SODIUM,0.03750272884977409,positive modulator (ACTIVATING)
GABRB2,PROPOFOL,0.05806874144481148,positive modulator (ACTIVATING)
GABRB2,TRIAZOLAM,0.05454942378148959,positive modulator (ACTIVATING)
GABRB2,PAGOCLONE,0.07500545769954818,positive modulator (ACTIVATING)
GABRB2,TOPIRAMATE,0.01363735594537239,positive modulator (ACTIVATING)
GABRB2,CHEMBL:CHEMBL2170369,0.3000218307981927,Unknown
GABRB2,PRAZEPAM,0.08182413567223437,positive modulator (ACTIVATING)
GABRB2,GLUTETHIMIDE,0.03529668597625796,positive modulator (ACTIVATING)
GABRB2,TEMAZEPAM,0.08182413567223437,positive modulator (ACTIVATING)
GABRB2,OCINAPLON,0.02727471189074479,Unknown
GABRB2,FLURAZEPAM HYDROCHLORIDE,0.03750272884977409,positive modulator (ACTIVATING)
GABRB2,METHAQUALONE HYDROCHLORIDE,0.03750272884977409,positive modulator (ACTIVATING)
GABRB2,NITRAZEPAM,0.05714701539013193,Unknown
GABRB2,DESFLURANE,0.02000145538654618,positive modulator (ACTIVATING)
