,logFC,AveExpr,t,P.Value,adj.P.Val,B,GeneSymbol
230832_at,-0.370617387,2.900782655,-2.424578711,0.020812386,0.517705744,-3.201710371,RTF1
229461_x_at,-0.869649932,7.039228091,-2.423759801,0.020852243,0.518336887,-3.203154846,NEGR1
200932_s_at,-0.288570437,5.833234707,-2.423667899,0.02085672,0.518336887,-3.203316933,DCTN2
213079_at,-0.347874181,6.667171828,-2.423058107,0.020886449,0.518495127,-3.204392309,TSR2
232814_x_at,0.205809327,8.928415007,2.422953833,0.020891537,0.518495127,-3.204576181,COA8
222291_at,-0.462374163,3.432633608,-2.422166717,0.020929977,0.51879534,-3.20596397,FAM149A
1560488_at,0.334970017,3.551947341,2.422033908,0.020936469,0.51879534,-3.206198101,LCNL1
214813_at,-0.220973753,1.863998677,-2.421768053,0.020949471,0.51879534,-3.206666756,ZNF75D
219998_at,-0.505179735,4.636465101,-2.421735223,0.020951077,0.51879534,-3.206724626,LGALSL
204407_at,-0.383150201,2.008067308,-2.421428206,0.020966101,0.518932366,-3.207265794,TTF2
214829_at,0.631904596,5.945879167,2.421225601,0.020976022,0.518942987,-3.207622896,AASS
243938_x_at,0.353300099,2.392470602,2.420369636,0.021017981,0.51950754,-3.209131357,DNAH5
228125_at,0.295258146,5.86867612,2.42017879,0.021027347,0.51950754,-3.209467635,ZSCAN30
209224_s_at,-0.272241775,3.25791481,-2.419142217,0.021078282,0.520060959,-3.211293819,NDUFA2
224227_s_at,-0.474679408,6.516430351,-2.418367169,0.02111644,0.520355795,-3.212658926,BDP1
202956_at,-0.502664508,6.116687391,-2.418279787,0.021120746,0.520355795,-3.212812815,ARFGEF1
213903_s_at,-0.355686278,4.016324976,-2.418217333,0.021123824,0.520355795,-3.212922803,CNOT9
1552889_a_at,0.300335376,4.02158903,2.417848959,0.021141988,0.520355795,-3.213571499,EXOC3L2
201148_s_at,0.323115762,5.832077094,2.417186403,0.021174694,0.520355795,-3.21473808,TIMP3
205051_s_at,-0.613374362,4.916767409,-2.417149807,0.021176502,0.520355795,-3.214802511,KIT
1553672_at,-0.469691771,3.358895515,-2.417105697,0.021178681,0.520355795,-3.214880167,ENAH
205425_at,0.371819663,4.062382402,2.416848391,0.021191397,0.520355795,-3.215333146,HIP1
1553253_at,0.376933514,4.446152576,2.416264076,0.021220299,0.520355795,-3.2163617,ASB16
243643_x_at,-0.220138402,1.572146047,-2.416069145,0.021229949,0.520355795,-3.216704794,SLC30A6
223588_at,-0.397915642,2.205456252,-2.416047344,0.021231028,0.520355795,-3.216743164,THAP2
213050_at,0.311093036,6.04172359,2.415917663,0.02123745,0.520355795,-3.216971402,COBL
1560369_at,0.545648334,5.85831502,2.415811742,0.021242697,0.520355795,-3.217157817,ANKH
1553613_s_at,0.420684197,4.194664865,2.415607951,0.021252796,0.520355795,-3.217516461,FOXC1
212268_at,0.372801004,3.973079628,2.415418469,0.021262189,0.520355795,-3.217849906,SERPINB1
208213_s_at,-0.346067794,4.777635243,-2.415412879,0.021262466,0.520355795,-3.217859743,KCNAB1
230547_at,-0.582735265,6.222640041,-2.415217323,0.021272164,0.520355795,-3.218203858,KCNC1
215272_at,0.303725402,4.970472658,2.414734867,0.021296108,0.520355795,-3.219052747,OGG1
227847_at,-0.435053997,8.654962497,-2.414725894,0.021296554,0.520355795,-3.219068533,EPM2AIP1
1564787_at,-0.262084979,2.544620268,-2.414664315,0.021299612,0.520355795,-3.219176874,ELMOD1
241926_s_at,0.575723818,3.741444214,2.413680649,0.021348514,0.520865637,-3.22090727,ERG
204424_s_at,-0.515104151,6.36407777,-2.413676691,0.021348711,0.520865637,-3.220914232,LMO3
207718_x_at,-0.290882109,1.888887947,-2.413669658,0.021349061,0.520865637,-3.220926602,CYP2A7
212317_at,-0.266826087,9.585955979,-2.412929874,0.021385906,0.521455304,-3.22222767,TNPO3
229857_s_at,-0.638680302,4.167280312,-2.412754589,0.021394645,0.521455304,-3.222535907,KANSL1-AS1
214495_at,0.405905456,4.152228863,2.412610285,0.021401842,0.521455304,-3.222789654,CACNG2
1569393_at,-0.501859638,2.453136878,-2.411875411,0.021438525,0.521883954,-3.224081714,MGC15885
1559988_at,-0.390661759,8.606073272,-2.410919189,0.021486343,0.522554295,-3.225762563,ZNF483
212452_x_at,0.296601337,4.801991266,2.410469408,0.021508869,0.522554295,-3.226553037,KAT6B
219527_at,-0.275242697,5.467862026,-2.409982266,0.02153329,0.522554295,-3.227409064,MTARC2
225853_at,-0.242211093,3.194859555,-2.409817439,0.021541559,0.522554295,-3.227698678,GNPNAT1
242336_at,-0.2284052,3.532487372,-2.40967947,0.021548483,0.522554295,-3.227941092,GSK3B
201785_at,0.468438257,5.964646855,2.409501328,0.021557425,0.522554295,-3.228254076,RNASE1
230042_at,-0.38080262,5.642129596,-2.409301781,0.021567446,0.522554295,-3.228604648,ITSN1
236783_at,-0.602655766,5.834172667,-2.409045765,0.021580309,0.522554295,-3.229054401,KCNIP4
223298_s_at,-0.516801452,5.001100018,-2.408749244,0.021595216,0.522554295,-3.22957527,NT5C3A
226239_at,0.382461556,3.641184276,2.408688428,0.021598275,0.522554295,-3.229682095,TMEM150A
217457_s_at,-0.518655709,5.632125916,-2.408656783,0.021599867,0.522554295,-3.229737679,RAP1GDS1
1554334_a_at,-0.643762621,5.298587876,-2.408048822,0.021630466,0.522930199,-3.230805467,DNAJA4
224656_s_at,-0.330150705,9.567803333,-2.407939899,0.021635952,0.522930199,-3.230996755,MTPN
223715_at,-0.341697827,4.188719729,-2.407778229,0.021644098,0.522930199,-3.231280665,BRSK2
223706_at,0.294202563,2.685315045,2.40758717,0.021653727,0.52293178,-3.231616168,C22orf23
229317_at,-0.28439064,2.266615592,-2.406913887,0.021687694,0.522948869,-3.232798327,KPNA5
224612_s_at,-0.303821622,3.754220954,-2.406827697,0.021692045,0.522948869,-3.232949645,DNAJC5
1568762_at,0.387276274,5.088184144,2.406814851,0.021692694,0.522948869,-3.232972198,PDCD6
236329_at,-0.424563472,5.404809129,-2.406227942,0.021722348,0.522985376,-3.234002494,SCN8A
215641_at,-0.302254629,1.797313461,-2.405775848,0.021745216,0.522985376,-3.234796017,SEC24D
230287_at,-0.371002386,4.950010544,-2.405724344,0.021747822,0.522985376,-3.234886411,SGSM1
46142_at,0.337325687,4.579054248,2.405708862,0.021748606,0.522985376,-3.234913583,LMF1
237955_at,0.233208883,1.773255829,2.405546133,0.021756844,0.522985376,-3.235199177,C5orf58
1552334_at,0.451191739,2.732581642,2.405460779,0.021761166,0.522985376,-3.235348972,TRIOBP
200886_s_at,-0.410382583,8.101247822,-2.404766266,0.021796361,0.523148181,-3.236567694,PGAM1
222791_at,-0.283583623,1.869913247,-2.404760678,0.021796645,0.523148181,-3.236577498,RSBN1
229626_at,-0.374044128,6.115543452,-2.404268734,0.021821607,0.523517484,-3.237440615,CCDC184
206448_at,-0.528641069,7.522216287,-2.403940641,0.021838269,0.523519239,-3.238016188,ZNF365
1555568_at,0.245028063,5.753045402,2.403890231,0.02184083,0.523519239,-3.238104617,GUSBP2
218884_s_at,-0.483878921,4.057612496,-2.403219326,0.021874942,0.523877548,-3.239281411,GUF1
220786_s_at,0.298004659,1.791531019,2.402402124,0.021916557,0.52409287,-3.240714521,SLC38A4
1561025_at,0.450768224,1.963456757,2.402171239,0.021928328,0.52409287,-3.241119362,CDKAL1
1554686_at,-0.6764462,2.444027178,-2.402114395,0.021931227,0.52409287,-3.24121903,STAU2
204426_at,-0.694531404,6.456898569,-2.401826105,0.021945934,0.52409287,-3.241724482,TMED2
225728_at,-0.664960497,3.781546756,-2.401679307,0.021953426,0.52409287,-3.241981843,SORBS2
213393_at,-0.299784748,2.67475254,-2.401473406,0.021963939,0.52409287,-3.242342805,MFSD9
244767_at,-0.357791817,2.739178626,-2.401176876,0.021979087,0.52409287,-3.242862612,FRA10AC1
227769_at,-0.429358735,3.815861857,-2.400930182,0.021991696,0.52409287,-3.243295026,GPR27
214383_x_at,-0.353701673,4.916485749,-2.400856364,0.021995471,0.52409287,-3.243424412,KLHDC3
228332_s_at,-0.610261304,7.4403417,-2.400735449,0.022001655,0.52409287,-3.243636339,SELENOH
1557309_at,-0.488552821,1.777506635,-2.400354312,0.022021157,0.52409287,-3.244304317,DENND1B
207010_at,-0.642685476,6.562979001,-2.40009158,0.02203461,0.52409287,-3.244764737,GABRB1
1559479_at,0.227307235,2.540644255,2.400039469,0.022037279,0.52409287,-3.244856053,SEPSECS-AS1
201446_s_at,0.371129796,4.273731917,2.399942482,0.022042247,0.52409287,-3.245026006,TIA1
206539_s_at,0.252731438,2.734034096,2.399664891,0.022056474,0.52409287,-3.24551241,CYP4F12
233506_at,-0.42494189,4.147708572,-2.398632975,0.022109431,0.524426167,-3.247320241,BZW1
227687_at,-0.403493746,3.154189226,-2.398422675,0.022120238,0.524426167,-3.247688606,HYLS1
36994_at,-0.271073679,7.422180993,-2.398259314,0.022128636,0.524426167,-3.247974737,ATP6V0C
215303_at,-0.679817813,7.26069444,-2.39821673,0.022130826,0.524426167,-3.248049322,DCLK1
223135_s_at,0.266825326,3.79695938,2.39812831,0.022135373,0.524426167,-3.248204185,BBX
229676_at,-0.408894749,3.546139714,-2.397629913,0.022161019,0.524426167,-3.24907703,MTPAP
212014_x_at,0.328725305,5.240420637,2.397574365,0.022163879,0.524426167,-3.249174304,CD44
224897_at,-0.30104935,8.178224974,-2.397525068,0.022166417,0.524426167,-3.24926063,WDR26
231479_at,-0.577518456,5.221684914,-2.396763372,0.022205673,0.524900641,-3.250594321,TTC33
229890_at,-0.42961177,7.95527423,-2.396439811,0.022222368,0.525068263,-3.251160776,PRRT1
231529_at,-0.319293243,9.019830318,-2.395446576,0.022273686,0.52582634,-3.252899305,MEG3
221676_s_at,-0.444412178,5.928723858,-2.394505007,0.022322435,0.526634831,-3.254546958,CORO1C
224726_at,-0.348502486,5.871394592,-2.394413112,0.022327198,0.526634831,-3.254707742,MIB1
225733_at,-0.317159699,4.462444215,-2.394207583,0.022337854,0.52665897,-3.255067332,B3GALT6
202363_at,-0.259096095,9.39627728,-2.39301456,0.022399799,0.52727133,-3.25715422,SPOCK1
222359_x_at,-0.352029771,1.546505514,-2.392684338,0.022416972,0.52727133,-3.257731737,KDSR
223272_s_at,-0.446783901,4.305405067,-2.392659121,0.022418284,0.52727133,-3.257775837,NTPCR
231887_s_at,0.40723153,6.811343856,2.392644707,0.022419034,0.52727133,-3.257801043,PALD1
211310_at,0.354340388,5.405063733,2.392631758,0.022419708,0.52727133,-3.257823688,EZH1
210383_at,-0.368910627,6.868099687,-2.392593687,0.022421689,0.52727133,-3.257890265,SCN1A
244617_at,-0.75865135,6.759539202,-2.392258416,0.022439141,0.527310209,-3.258476542,GPR26
218515_at,0.279324471,3.970611763,2.392158592,0.022444339,0.527310209,-3.258651092,PAXBP1
230550_at,-0.374947245,2.970843497,-2.391949699,0.022455221,0.527310209,-3.259016339,MS4A6A
206667_s_at,-0.687826567,5.528563999,-2.391821151,0.02246192,0.527310209,-3.259241095,SCAMP1
225425_s_at,-0.319694654,4.993600741,-2.390930678,0.022508374,0.527874927,-3.260797785,MRPL41
228283_at,-0.267788092,1.868949641,-2.390839856,0.022513117,0.527874927,-3.260956536,CMC1
227004_at,-0.399410539,2.999410852,-2.390620144,0.022524595,0.527874927,-3.261340559,CDKL5
243173_at,-0.597826351,6.214400006,-2.390267148,0.022543046,0.528004857,-3.261957493,CABP7
205439_at,0.302792429,2.350591948,2.390048726,0.02255447,0.528004857,-3.262339202,GSTT2
211967_at,0.489291941,5.499014708,2.389960031,0.02255911,0.528004857,-3.262494197,TMEM123
223803_s_at,-0.312284155,6.259820247,-2.389545824,0.022580792,0.528269357,-3.263217972,ZCCHC10
203597_s_at,-0.53262522,5.105386251,-2.389375096,0.022589735,0.528269357,-3.263516274,WBP4
202008_s_at,0.413292284,4.567594087,2.388877415,0.022615821,0.528427361,-3.264385759,NID1
230597_at,-0.289662924,2.22077347,-2.388068215,0.022658294,0.529060177,-3.265799233,SLC7A3
1560542_at,-0.222332205,1.634105618,-2.387992776,0.022662258,0.529060177,-3.265930991,MCM3AP-AS1
1561030_at,0.586946564,2.693253475,2.38743917,0.022691361,0.529513524,-3.266897802,TMC7
231833_at,0.414673868,4.224891668,2.386903706,0.022719544,0.52972993,-3.26783279,RBM33
225992_at,-0.369599954,2.825678662,-2.386762573,0.022726977,0.52972993,-3.268079202,MLLT10
233972_s_at,-0.298955163,2.705156295,-2.386011171,0.02276659,0.52972993,-3.269390958,FEZF2
226731_at,0.270303208,2.60418733,2.38588049,0.022773486,0.52972993,-3.269619066,ITGA1
202204_s_at,0.309078229,3.751234611,2.385792218,0.022778145,0.52972993,-3.269773143,AMFR
223741_s_at,0.348872849,4.158944359,2.385462694,0.022795545,0.529745331,-3.270348286,TTYH2
230518_at,0.317744702,2.385025304,2.38541271,0.022798185,0.529745331,-3.270435524,MPZL2
210247_at,-0.716535953,4.772268099,-2.385169554,0.022811033,0.529818712,-3.270859882,SYN2
223697_x_at,0.184486057,9.909140922,2.384766255,0.022832358,0.529889571,-3.271563662,QNG1
213122_at,-0.444843934,4.904322462,-2.384676292,0.022837118,0.529889571,-3.271720642,TSPYL5
203843_at,-0.322428037,2.777265222,-2.384562121,0.022843159,0.529889571,-3.271919856,RPS6KA3
212661_x_at,-0.398078852,8.823525996,-2.384372492,0.022853196,0.529897589,-3.272250724,PPIA
1558522_at,-0.303884348,3.268852087,-2.383925618,0.022876866,0.530199526,-3.273030367,PALS2
207550_at,0.311533433,2.74197031,2.383695566,0.02288906,0.530199526,-3.27343169,MPL
236648_at,-0.377862182,4.466666397,-2.383503917,0.022899223,0.530199526,-3.273766001,GMPS
222590_s_at,-0.379827414,3.541748214,-2.383394867,0.022905007,0.530199526,-3.273956219,NLK
203377_s_at,-0.438302154,3.678025364,-2.382872076,0.022932757,0.530617228,-3.274868053,CDC40
227239_at,-0.399327492,5.702614667,-2.382333598,0.022961372,0.531054573,-3.275807108,HYCC1
228520_s_at,-0.318523954,11.13893438,-2.38181689,0.02298886,0.531465506,-3.276708065,APLP2
215066_at,0.328680602,5.35639503,2.381167462,0.023023451,0.532040231,-3.277840258,PTPRF
226740_x_at,0.385946763,7.197939353,2.380426112,0.023062996,0.532728896,-3.279132452,NBPF14
218079_s_at,-0.415192099,4.60199673,-2.380031366,0.023084077,0.532780294,-3.279820395,GGNBP2
244370_at,-0.396040886,8.164753935,-2.380019525,0.02308471,0.532780294,-3.279841031,NEXMIF
239329_at,-0.307397219,3.0174362,-2.378873145,0.023146033,0.533361517,-3.281838451,RAB21
228236_at,0.287021865,3.982810312,2.378834581,0.023148099,0.533361517,-3.281905632,SLC52A3
214984_at,0.3230518,5.342004081,2.378768577,0.023151634,0.533361517,-3.282020615,SMG1
201300_s_at,-0.531404274,7.768999107,-2.378312645,0.02317607,0.533361517,-3.282814816,PRNP
220045_at,-0.53707772,2.495373333,-2.378256359,0.023179088,0.533361517,-3.282912856,NEUROD6
227209_at,-0.755829474,7.042712734,-2.378070889,0.023189036,0.533361517,-3.283235897,CNTN1
235957_at,-0.542124091,3.026931533,-2.377899602,0.023198227,0.533361517,-3.283534221,GRIP1
211709_s_at,0.409260789,3.29290912,2.377656279,0.023211289,0.533361517,-3.283957982,CLEC11A
212521_s_at,0.393721724,4.841923139,2.377499962,0.023219684,0.533361517,-3.284230202,PDE8A
229957_at,-0.301323071,6.044240355,-2.376924005,0.023250638,0.533361517,-3.285233106,TMEM91
209124_at,0.27250585,2.77244566,2.376278371,0.023285382,0.533361517,-3.286357145,MYD88
216593_s_at,-0.410128144,6.374619574,-2.375620699,0.023320822,0.533361517,-3.287501933,PIGC
234687_x_at,0.278425135,3.426894801,2.375506188,0.023326997,0.533361517,-3.287701237,LIMD1
1552656_s_at,-0.448347224,4.606712093,-2.375446581,0.023330212,0.533361517,-3.287804979,UHMK1
233333_x_at,0.189734265,5.724773664,2.375415213,0.023331905,0.533361517,-3.287859573,AVIL
204507_s_at,-0.519976629,7.93796686,-2.374913784,0.02335897,0.533361517,-3.288732202,PPP3R1
225967_s_at,-0.301543832,5.344309038,-2.37488565,0.023360489,0.533361517,-3.288781159,NDUFAF8
227844_at,0.341294725,3.096962071,2.374634697,0.023374046,0.533361517,-3.289217838,FMNL3
219894_at,-0.322565689,3.735019941,-2.374442263,0.023384446,0.533361517,-3.28955267,MAGEL2
1559970_at,-0.295284293,1.893330686,-2.373716728,0.023423697,0.533361517,-3.290814922,FLRT2-AS1
204905_s_at,-0.372806194,2.330275837,-2.373224203,0.023450375,0.533361517,-3.291671648,EEF1E1
212215_at,-0.30819764,9.549756029,-2.373201574,0.023451602,0.533361517,-3.291711007,PREPL
222661_at,-0.328247309,2.846489517,-2.372988525,0.023463151,0.533361517,-3.292081558,AGGF1
225667_s_at,-0.444332274,4.303585926,-2.372967339,0.0234643,0.533361517,-3.292118406,LRATD1
1560265_at,-0.609612457,3.53191805,-2.372747967,0.023476198,0.533361517,-3.292499929,GRIK2
221557_s_at,0.307261064,5.07363999,2.372407023,0.023494701,0.533361517,-3.293092836,LEF1
226625_at,0.395451229,6.60526334,2.372288529,0.023501135,0.533361517,-3.293298887,TGFBR3
219393_s_at,-0.387797964,6.681058021,-2.37223806,0.023503875,0.533361517,-3.293386645,AKT3
223021_x_at,-0.794156339,3.642626233,-2.372145248,0.023508916,0.533361517,-3.29354803,VTA1
203097_s_at,-0.63986849,4.854475749,-2.371978158,0.023517994,0.533361517,-3.293838562,RAPGEF2
200740_s_at,-0.485172988,7.099053708,-2.371948369,0.023519612,0.533361517,-3.293890356,SUMO3
223158_s_at,0.351190581,4.40569327,2.371540349,0.023541794,0.533361517,-3.294599745,NEK6
219741_x_at,0.218888311,6.615176192,2.371354151,0.023551923,0.533361517,-3.294923443,ZNF552
1555878_at,-0.224612664,1.696052708,-2.371326774,0.023553412,0.533361517,-3.294971037,RPS24
207987_s_at,0.208342973,1.670309538,2.371307373,0.023554468,0.533361517,-3.295004764,GNRH1
217341_at,-0.320883287,7.756155214,-2.371160018,0.023562487,0.533361517,-3.29526092,DNM1
223576_at,-0.361337725,6.36928739,-2.371041862,0.023568919,0.533361517,-3.295466311,MTRES1
236706_at,0.381363167,3.532264215,2.37056963,0.023594642,0.533361517,-3.296287122,LYG1
221857_s_at,0.360517892,5.659189313,2.369925643,0.023629762,0.533361517,-3.297406296,TJAP1
203759_at,0.24977297,4.473603428,2.369852533,0.023633752,0.533361517,-3.29753334,ST3GAL4
32062_at,0.297099179,4.900781466,2.369590765,0.023648043,0.533361517,-3.297988195,LRRC14
1568620_at,-0.277413112,2.726072597,-2.369285386,0.023664725,0.533361517,-3.298518786,CSAD
225036_at,-0.354086258,4.843858366,-2.369257555,0.023666245,0.533361517,-3.298567139,TOMM5
209422_at,-0.629115859,5.127213656,-2.36892655,0.02368434,0.533361517,-3.2991422,PHF20
228345_at,-0.433570466,6.251689908,-2.368782456,0.023692221,0.533361517,-3.299392519,CHIC1
1556308_at,-0.396380214,7.422372561,-2.368683617,0.023697629,0.533361517,-3.299564217,PRRT3
225213_at,-0.560097697,4.93784586,-2.368507706,0.023707255,0.533361517,-3.299869787,PPTC7
1561714_a_at,-0.305948422,2.233347699,-2.368405017,0.023712876,0.533361517,-3.300048158,B3GALNT2
226856_at,0.423044512,3.033637972,2.368376391,0.023714443,0.533361517,-3.300097881,MUSTN1
218675_at,-0.249828326,5.477680632,-2.368289918,0.023719178,0.533361517,-3.30024808,SLC22A17
225418_at,0.268153982,4.007754965,2.368073517,0.02373103,0.533361517,-3.30062394,NECTIN2
233175_at,-0.386890938,5.321231097,-2.368064428,0.023731528,0.533361517,-3.300639726,ZNF460
227339_at,-0.277545672,4.663986128,-2.367418897,0.023766917,0.533361517,-3.30176079,RGMB
209504_s_at,0.361540359,7.688017291,2.367223276,0.023777651,0.533361517,-3.302100477,PLEKHB1
208662_s_at,-0.354918407,4.709195091,-2.366931055,0.023793693,0.533361517,-3.302607868,TTC3
231987_at,0.52387669,4.351724097,2.3667327,0.023804588,0.533361517,-3.302952254,CARMN
225391_at,-0.454933609,6.203207744,-2.366690718,0.023806894,0.533361517,-3.303025141,MRFAP1L2
212688_at,-0.495720097,7.85269027,-2.366340101,0.023826165,0.533361517,-3.303633832,PIK3CB
205067_at,-0.339809746,2.257537013,-2.366176457,0.023835164,0.533361517,-3.303917906,IL1B
204177_s_at,-0.281408316,4.963214504,-2.366109242,0.023838861,0.533361517,-3.304034583,KLHL20
227273_at,0.279170296,4.772954985,2.365956953,0.023847239,0.533361517,-3.304298929,BMPR1A
213400_s_at,0.379021928,6.017547495,2.365952685,0.023847474,0.533361517,-3.304306337,TBL1X
212864_at,-0.325738693,6.158793225,-2.365865608,0.023852266,0.533361517,-3.304457481,CDS2
210533_at,-0.314437332,1.879536325,-2.365579214,0.023868033,0.533361517,-3.304954565,MSH4
223169_s_at,0.495720473,4.340786013,2.365458319,0.023874691,0.533361517,-3.305164386,RHOU
200738_s_at,-0.703816966,4.878241062,-2.365245266,0.02388643,0.533361517,-3.305534137,PGK1
222485_at,-0.274997989,6.184892846,-2.364698877,0.023916557,0.533361517,-3.306482284,FKBP3
224965_at,-0.453273822,7.479228567,-2.364695889,0.023916722,0.533361517,-3.306487468,GNG2
211465_x_at,-0.370470583,4.526010381,-2.364685195,0.023917312,0.533361517,-3.306506024,FUT6
206352_s_at,0.324308577,6.797553191,2.364657919,0.023918817,0.533361517,-3.306553352,PEX10
221800_s_at,0.298759207,4.215881271,2.364644291,0.023919569,0.533361517,-3.306577,FAAP100
214291_at,-0.405725378,2.306603954,-2.364269398,0.023940263,0.533605326,-3.307227455,RPL17
1552712_a_at,-0.525918802,6.791739891,-2.36358156,0.023978273,0.534167822,-3.308420705,NMNAT2
225061_at,-0.511045191,5.409552507,-2.363459222,0.023985039,0.534167822,-3.308632912,DNAJA4
202051_s_at,-0.664926245,3.88927209,-2.361617972,0.024087082,0.535252361,-3.311825828,ZMYM4
228280_at,-0.320922417,2.530656833,-2.361431699,0.024097427,0.535252361,-3.312148752,ZC3HAV1L
222454_s_at,0.427603622,4.992919715,2.361381049,0.024100241,0.535252361,-3.312236556,PARVA
239232_at,0.281523543,4.070764092,2.361371862,0.024100751,0.535252361,-3.312252482,MSI2
211016_x_at,-0.369700156,4.450520151,-2.361344622,0.024102265,0.535252361,-3.312299703,HSPA4
1552323_s_at,-0.259062197,1.785108544,-2.360309774,0.024159822,0.535748217,-3.314093365,PABIR3
202628_s_at,0.266450971,5.154916783,2.360069981,0.024173176,0.535748217,-3.314508914,SERPINE1
213693_s_at,0.28190597,6.822285565,2.36001059,0.024176485,0.535748217,-3.314611832,MUC1
215668_s_at,0.355390832,5.133546924,2.35890874,0.024237944,0.535748217,-3.316520885,PLXNB1
206096_at,0.340107287,4.012692798,2.358829825,0.024242351,0.535748217,-3.316657589,ZNF35
204328_at,0.287909679,5.493896689,2.358670242,0.024251265,0.535748217,-3.316934027,TMC6
1553238_a_at,0.264896441,4.888559856,2.358653497,0.024252201,0.535748217,-3.316963032,HIPK4
239082_at,-0.517309657,7.566659814,-2.358516552,0.024259853,0.535748217,-3.317200243,FZD3
216657_at,-0.196520672,1.561422994,-2.358405711,0.024266049,0.535748217,-3.31739223,ATXN3
214363_s_at,-0.476311397,8.465163478,-2.358294695,0.024272255,0.535748217,-3.317584515,MATR3
241024_at,-0.331512169,3.762639739,-2.358228304,0.024275968,0.535748217,-3.317699504,KHDC1
211077_s_at,-0.429901106,4.697554022,-2.358196141,0.024277766,0.535748217,-3.317755209,TLK1
214427_at,0.346025278,3.315579764,2.358002871,0.024288577,0.535748217,-3.318089938,NOP2
242903_at,0.318359053,4.249744926,2.357872943,0.024295847,0.535748217,-3.318314951,IFNGR1
223874_at,-0.226661508,2.335297178,-2.35778818,0.024300591,0.535748217,-3.318461743,ACTR3C
232147_at,0.304042027,2.448071764,2.357725633,0.024304092,0.535748217,-3.318570059,SLX4
244513_at,-0.338470332,2.109298002,-2.357458644,0.024319042,0.535748217,-3.319032396,TMEM161B
242571_at,-0.490350097,4.02006802,-2.357363914,0.024324349,0.535748217,-3.319196429,REPS2
238694_at,-0.673733838,4.398674157,-2.357298187,0.024328031,0.535748217,-3.319310238,DGKE
1558253_x_at,-0.289094031,4.51132104,-2.357285312,0.024328753,0.535748217,-3.319332531,ZNF587
238078_at,-0.60831927,2.724310084,-2.357069166,0.024340866,0.535748217,-3.319706781,SEC22A
65521_at,0.25899325,4.63354494,2.356982183,0.024345743,0.535748217,-3.319857382,UBE2D4
213097_s_at,-0.348617944,5.298956626,-2.356713519,0.02436081,0.535748217,-3.320322522,DNAJC2
221999_at,0.282183675,3.891678698,2.356101255,0.024395179,0.535748217,-3.321382404,VRK3
221859_at,-0.421344258,3.508153842,-2.355876586,0.024407801,0.535748217,-3.321771279,SYT13
230130_at,-0.999552749,6.64005101,-2.355840788,0.024409813,0.535748217,-3.321833239,SLIT2
200020_at,-0.306478287,7.826579144,-2.355806627,0.024411733,0.535748217,-3.321892365,TARDBP
220030_at,-0.939939129,5.727148598,-2.355757148,0.024414514,0.535748217,-3.321978002,STYK1
218340_s_at,-0.567075663,3.990112054,-2.355685246,0.024418556,0.535748217,-3.322102447,UBA6
238834_at,0.500605322,5.137334042,2.354702544,0.024473859,0.536083259,-3.323803002,MYLK3
238593_at,-0.426036509,1.901191568,-2.354678756,0.024475199,0.536083259,-3.32384416,TOP6BL
236188_s_at,0.334713281,4.045533359,2.354627217,0.024478103,0.536083259,-3.323933335,NAP1L4
222486_s_at,0.374953584,6.82438993,2.354472691,0.02448681,0.536083259,-3.324200691,ADAMTS1
207527_at,-0.424706611,5.761920587,-2.354013663,0.024512694,0.536083259,-3.324994819,KCNJ9
219028_at,0.265068919,8.465204725,2.353828966,0.024523115,0.536083259,-3.325314319,HIPK2
235683_at,-0.499608113,2.154212091,-2.35374987,0.02452758,0.536083259,-3.325451139,SESN3
203473_at,0.362552993,5.713219063,2.353655484,0.024532908,0.536083259,-3.325614403,SLCO2B1
217270_s_at,0.273087143,2.958718259,2.35347809,0.024542925,0.536083259,-3.325921239,DYRK1B
239499_at,0.328411656,4.264243894,2.353362643,0.024549446,0.536083259,-3.326120917,DNAH2
235417_at,0.300255153,5.357295353,2.352909635,0.024575049,0.536296503,-3.326904385,SPOCD1
230453_s_at,0.228222691,2.181551331,2.352806705,0.024580869,0.536296503,-3.327082385,ATP2A3
240824_at,-0.289960805,1.70106731,-2.351717128,0.024642562,0.537369273,-3.32896631,STN1
209874_x_at,0.215512684,3.202879321,2.351510231,0.024654293,0.537369273,-3.329323977,CNNM2
207133_x_at,0.199309632,7.258586293,2.351365127,0.024662523,0.537369273,-3.329574809,ALPK1
239739_at,0.334975621,2.403420673,2.351244732,0.024669353,0.537369273,-3.32978292,SNX24
229672_at,0.270249629,2.305774237,2.350456989,0.024714087,0.53809973,-3.331144413,UQCC1
202268_s_at,-0.273414759,4.439917578,-2.350307746,0.02472257,0.53809973,-3.331402321,NAE1
201838_s_at,0.493666219,4.84745038,2.349886255,0.024746543,0.538407179,-3.332130647,SUPT7L
202572_s_at,-0.30395814,7.882656577,-2.348222102,0.0248414,0.538965538,-3.3350054,DLGAP4
210114_at,0.30007677,2.592280338,2.348217457,0.024841665,0.538965538,-3.335013423,INVS
217316_at,0.195888485,1.735618699,2.348156788,0.024845129,0.538965538,-3.3351182,OR7A10
205438_at,0.237247188,3.787195575,2.347921326,0.024858579,0.538965538,-3.335524833,PTPN21
239767_at,-0.518404052,4.340582245,-2.347870256,0.024861497,0.538965538,-3.335613025,LRRC7
38043_at,0.207966427,4.151995885,2.347200967,0.024899767,0.538965538,-3.336768691,FAM3A
